1.32,-0.08,0
1.32,-0.08,0
1.32,-0.08,0
1.32,0,0
1.32,0,0
1.32,0,0
1.32,0,0
1.32,0,0.08
1.32,0,0
1.32,0.08,0
1.32,0.08,0.08
1.32,0,0
1.32,0.08,0
1.32,0,0.08
1.32,0,0.08
1.32,0,0
1.32,0.08,0
1.32,0.08,0
1.32,0.08,0
1.32,0.08,0
1.32,0.08,0
1.32,0,0
1.32,0,0
1.3201,0,0.08
1.3201,0,0.08
1.3201,-0.08,0
1.3201,0,0
1.3201,0,0
1.3201,0,0
1.3201,0.08,0
1.3201,0,0
1.3201,0,0.08
1.3201,-0.08,0
1.3201,-0.08,0
1.3201,-0.08,0
1.3201,0,0
1.3201,-0.08,0
1.3201,0,0
1.3201,0,0
1.3201,0,0
1.3201,0,-0.08
1.3201,0,0
1.3201,0,0
1.3201,0,0
1.3201,-0.08,-0.08
1.3201,-0.08,-0.08
1.3201,0,-0.08
1.3201,-0.08,0
1.3202,0,0
1.3202,0,0
1.3202,0,0
1.3202,0,0
1.3202,0,-0.08
1.3202,0,-0.08
1.3202,-0.08,-0.08
1.3202,0,-0.08
1.3202,0,0
1.3202,0,0
1.3202,0,0.08
1.3202,0,0
1.3202,0,0
1.3202,0,0
1.3202,0,0
1.3202,-0.08,0
1.3202,0,0
1.3202,-0.08,0
1.3202,-0.08,0
1.3202,-0.08,0
1.3202,0,0
1.3202,-0.08,0
1.3202,0,0
1.3202,-0.08,0
1.3202,-0.08,0
1.3203,0,0
1.3203,0,0
1.3203,-0.08,0
1.3203,-0.08,0
1.3203,0,0
1.3203,0,0
1.3203,0,0
1.3203,0,0
1.3203,0,0
1.3203,0,0
1.3203,0,0
1.3203,0,0
1.3203,0,0
1.3203,0,0
1.3203,0,0
1.3203,0,0
1.3203,-0.08,0
1.3203,0,0
1.3203,0,0
1.3203,0.08,0
1.3203,0.08,0
1.3203,0,-0.08
1.3203,0,-0.08
1.3203,-3.44,-5.2
1.3203,-6.88,-7.36
1.3204,7.44,-7.36
1.3204,7.52,-7.36
1.3204,7.6,-7.36
1.3204,7.6,-7.36
1.3204,7.52,-7.36
1.3204,7.52,-7.36
1.3204,7.52,-7.28
1.3204,7.52,-7.36
1.3204,7.52,-7.36
1.3204,7.52,-7.28
1.3204,7.52,-7.28
1.3204,7.52,-7.36
1.3204,7.52,-7.28
1.3204,7.52,-7.28
1.3204,7.52,-7.28
1.3204,7.52,-7.28
1.3204,7.52,-7.28
1.3204,7.52,6.96
1.3204,7.52,7.04
1.3204,7.52,7.04
1.3204,7.52,7.12
1.3204,7.52,7.04
1.3204,7.52,7.04
1.3204,7.52,7.12
1.3204,7.52,7.04
1.3205,7.44,6.96
1.3205,7.2,6.96
1.3205,2.32,2.48
1.3205,1.52,2.4
1.3205,1.76,3.36
1.3205,2,4.56
1.3205,2.16,5.6
1.3205,1.92,6.08
1.3205,1.36,6.32
1.3205,0.64,6.16
1.3205,-0.32,5.6
1.3205,-1.28,4.8
1.3205,-2.24,3.84
1.3205,-3.04,2.72
1.3205,-3.6,1.52
1.3205,-4,0.4
1.3205,-4.16,-0.8
1.3205,-4.16,-1.76
1.3205,-3.92,-2.8
1.3205,-3.44,-3.68
1.3205,-2.72,-4.32
1.3205,-1.84,-4.88
1.3205,-1.04,-5.28
1.3205,0,-5.52
1.3205,0.96,-5.44
1.3206,1.92,-5.28
1.3206,2.96,-4.96
1.3206,3.84,-4.4
1.3206,4.56,-3.84
1.3206,5.28,-3.04
1.3206,5.76,-2.16
1.3206,6.08,-1.28
1.3206,6.16,-0.32
1.3206,6.16,0.72
1.3206,6,1.6
1.3206,5.52,2.48
1.3206,4.96,3.36
1.3206,4.32,3.92
1.3206,3.52,4.48
1.3206,2.56,4.8
1.3206,1.6,5.12
1.3206,0.64,5.2
1.3206,-0.4,5.12
1.3206,-1.36,4.8
1.3206,-2.32,4.32
1.3206,-3.12,3.76
1.3206,-3.84,3.04
1.3206,-4.32,2.24
1.3206,-4.72,1.28
1.3206,-4.96,0.48
1.3207,-4.96,-0.48
1.3207,-4.88,-1.44
1.3207,-4.56,-2.32
1.3207,-4.08,-3.12
1.3207,-3.52,-3.84
1.3207,-2.72,-4.32
1.3207,-1.84,-4.72
1.3207,-0.88,-5.04
1.3207,0.08,-5.12
1.3207,1.04,-5.12
1.3207,2,-4.8
1.3207,2.96,-4.48
1.3207,3.68,-4
1.3207,4.32,-3.36
1.3207,4.88,-2.64
1.3207,5.36,-1.76
1.3207,5.6,-0.88
1.3207,5.68,0.08
1.3207,5.52,1.04
1.3207,5.28,1.92
1.3207,4.88,2.64
1.3207,4.32,3.44
1.3207,3.6,4
1.3207,2.8,4.56
1.3207,1.92,4.8
1.3208,0.96,4.96
1.3208,0,4.88
1.3208,-0.96,4.72
1.3208,-1.84,4.4
1.3208,-2.72,3.92
1.3208,-3.44,3.36
1.3208,-4,2.64
1.3208,-4.4,1.92
1.3208,-4.72,1.04
1.3208,-4.88,0.16
1.3208,-4.88,-0.8
1.3208,-4.64,-1.6
1.3208,-4.24,-2.4
1.3208,-3.76,-3.12
1.3208,-3.2,-3.76
1.3208,-2.4,-4.24
1.3208,-1.52,-4.56
1.3208,-0.72,-4.8
1.3208,0.24,-4.88
1.3208,1.2,-4.72
1.3208,2,-4.48
1.3208,2.88,-4.08
1.3208,3.6,-3.44
1.3208,4.24,-2.8
1.3208,4.64,-2
1.3209,5.04,-1.28
1.3209,5.2,-0.32
1.3209,5.28,0.56
1.3209,5.12,1.28
1.3209,4.8,2.08
1.3209,4.32,2.88
1.3209,3.76,3.44
1.3209,3.04,3.92
1.3209,2.24,4.32
1.3209,1.28,4.64
1.3209,0.48,4.72
1.3209,-0.48,4.64
1.3209,-1.28,4.4
1.3209,-2,4
1.3209,-2.8,3.52
1.3209,-3.44,2.88
1.3209,-3.92,2.16
1.3209,-4.32,1.44
1.3209,-4.56,0.64
1.3209,-4.56,-0.24
1.3209,-4.4,-1.04
1.3209,-4.24,-1.84
1.3209,-3.84,-2.56
1.3209,-3.28,-3.2
1.3209,-2.64,-3.68
1.321,-1.84,-4
1.321,-1.12,-4.24
1.321,-0.32,-4.4
1.321,0.56,-4.4
1.321,1.36,-4.16
1.321,2.16,-3.92
1.321,2.88,-3.44
1.321,3.52,-2.96
1.321,4,-2.32
1.321,4.4,-1.6
1.321,4.56,-0.8
1.321,4.64,0
1.321,4.56,0.8
1.321,4.4,1.52
1.321,4.08,2.24
1.321,3.6,2.88
1.321,3.04,3.44
1.321,2.32,3.84
1.321,1.6,4.08
1.321,0.8,4.24
1.321,0,4.24
1.321,-0.8,4.16
1.321,-1.52,3.92
1.321,-2.24,3.6
1.321,-2.96,3.04
1.3211,-3.44,2.4
1.3211,-3.84,1.76
1.3211,-4.08,0.96
1.3211,-4.16,0.24
1.3211,-4.16,-0.48
1.3211,-4,-1.28
1.3211,-3.76,-1.92
1.3211,-3.28,-2.56
1.3211,-2.8,-3.12
1.3211,-2.16,-3.52
1.3211,-1.44,-3.76
1.3211,-0.72,-3.92
1.3211,0.08,-4
1.3211,0.8,-4
1.3211,1.52,-3.68
1.3211,2.16,-3.44
1.3211,2.8,-2.96
1.3211,3.36,-2.4
1.3211,3.84,-1.84
1.3211,4.08,-1.2
1.3211,4.24,-0.48
1.3211,4.32,0.32
1.3211,4.24,0.96
1.3211,4,1.68
1.3211,3.6,2.24
1.3212,3.12,2.8
1.3212,2.56,3.2
1.3212,1.92,3.6
1.3212,1.28,3.68
1.3212,0.48,3.84
1.3212,-0.24,3.84
1.3212,-0.96,3.68
1.3212,-1.6,3.36
1.3212,-2.24,2.96
1.3212,-2.8,2.56
1.3212,-3.2,2
1.3212,-3.52,1.28
1.3212,-3.76,0.64
1.3212,-3.84,0
1.3212,-3.76,-0.64
1.3212,-3.52,-1.28
1.3212,-3.28,-1.92
1.3212,-2.88,-2.4
1.3212,-2.4,-2.96
1.3212,-1.76,-3.28
1.3212,-1.12,-3.52
1.3212,-0.4,-3.6
1.3212,0.24,-3.6
1.3212,0.96,-3.44
1.3212,1.52,-3.28
1.3213,2.16,-2.96
1.3213,2.72,-2.4
1.3213,3.12,-1.92
1.3213,3.44,-1.36
1.3213,3.68,-0.64
1.3213,3.84,-0.08
1.3213,3.84,0.64
1.3213,3.6,1.2
1.3213,3.28,1.76
1.3213,2.96,2.24
1.3213,2.48,2.64
1.3213,2,2.96
1.3213,1.44,3.2
1.3213,0.8,3.36
1.3213,0.16,3.44
1.3213,-0.48,3.36
1.3213,-1.12,3.12
1.3213,-1.68,2.8
1.3213,-2.08,2.4
1.3213,-2.56,2
1.3213,-2.96,1.44
1.3213,-3.2,0.96
1.3213,-3.36,0.4
1.3213,-3.36,-0.24
1.3213,-3.28,-0.8
1.3214,-3.04,-1.36
1.3214,-2.72,-1.84
1.3214,-2.32,-2.24
1.3214,-1.76,-2.56
1.3214,-1.28,-2.8
1.3214,-0.72,-2.96
1.3214,-0.16,-3.04
1.3214,0.48,-3.04
1.3214,1.04,-2.96
1.3214,1.6,-2.72
1.3214,2.08,-2.32
1.3214,2.48,-1.92
1.3214,2.8,-1.52
1.3214,3.12,-1.04
1.3214,3.2,-0.48
1.3214,3.2,0.16
1.3214,3.2,0.64
1.3214,3.04,1.12
1.3214,2.8,1.68
1.3214,2.4,2
1.3214,2,2.4
1.3214,1.52,2.64
1.3214,1.04,2.88
1.3214,0.56,2.96
1.3214,-0.08,2.96
1.3215,-0.64,2.8
1.3215,-1.2,2.64
1.3215,-1.68,2.32
1.3215,-2,2
1.3215,-2.32,1.52
1.3215,-2.56,1.12
1.3215,-2.72,0.64
1.3215,-2.8,0.08
1.3215,-2.72,-0.4
1.3215,-2.64,-0.88
1.3215,-2.48,-1.36
1.3215,-2.24,-1.76
1.3215,-1.84,-2
1.3215,-1.44,-2.32
1.3215,-0.96,-2.4
1.3215,-0.48,-2.56
1.3215,0.08,-2.56
1.3215,0.56,-2.56
1.3215,1.04,-2.4
1.3215,1.52,-2.16
1.3215,2,-1.84
1.3215,2.32,-1.44
