0.03582,-0.18,0
0.035824,-0.12,-0.02
0.035828,-0.12,0.02
0.035832,-0.1,0
0.035836,-0.08,0.02
0.03584,-0.08,0.04
0.035844,-0.08,0.04
0.035848,-0.04,0.02
0.035852,-0.04,0
0.035856,-0.04,0.04
0.03586,-0.04,0.04
0.035864,-0.06,0.04
0.035868,-0.08,0.08
0.035872,-0.04,0.04
0.035876,-0.06,0.02
0.03588,-0.08,0
0.035884,-0.04,0.02
0.035888,-0.04,0.04
0.035892,-0.06,0.04
0.035896,-0.1,0.04
0.0359,-0.08,0.02
0.035904,-0.04,0
0.035908,-0.04,-0.04
0.035912,-0.08,0
0.035916,-0.1,0
0.03592,-0.12,0.02
0.035924,-0.12,0.04
0.035928,-0.1,0
0.035932,-0.06,0
0.035936,-0.06,0
0.03594,-0.04,0
0.035944,-0.02,-0.04
0.035948,0,-0.02
0.035952,0,0
0.035956,0,0.02
0.03596,0,0.04
0.035964,-0.04,0.04
0.035968,0,0.04
0.035972,0.02,0.04
0.035976,0.02,0.02
0.03598,0,0
0.035984,-0.04,0.02
0.035988,-0.1,0.02
0.035992,-0.14,0
0.035996,-0.1,0
0.036,-0.14,0
0.036004,-0.18,0
0.036008,-0.14,0
0.036012,-0.14,0.02
0.036016,-0.16,0
0.03602,-0.14,0.02
0.036024,-0.1,0
0.036028,-0.08,-0.04
0.036032,-0.06,-0.06
0.036036,-0.06,-0.06
0.03604,-0.1,-0.04
0.036044,-0.14,0
0.036048,-0.12,0.04
0.036052,-0.04,0.06
0.036056,-0.04,0.04
0.03606,-0.08,0.04
0.036064,-0.12,0.02
0.036068,-0.12,0.04
0.036072,-0.12,0.02
0.036076,-0.1,0.02
0.03608,-0.08,0.02
0.036084,-0.08,0.02
0.036088,-0.06,-0.02
0.036092,-0.04,0
0.036096,0,0
0.0361,-0.02,0.02
0.036104,-0.04,0.02
0.036108,-0.02,0.04
0.036112,0,0.06
0.036116,-0.02,0.04
0.03612,-0.08,0.04
0.036124,-0.08,0.02
0.036128,-0.12,-0.02
0.036132,-0.12,0
0.036136,-0.14,0.02
0.03614,-0.16,0.04
0.036144,-0.16,0.06
0.036148,-0.18,0.08
0.036152,-0.2,0.04
0.036156,-0.16,-0.02
0.03616,-0.16,-0.02
